lastfm_url,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre
https://api.spotify.com/v1/tracks/7Hm5FQw1NQtfnTI7JUExaP,Love Mashup,Amit Trivedi,"['aggressive', 'angry', 'cold', 'ethereal', 'fun', 'gritty', 'warm', 'flowing', 'smooth', 'atmospheric', 'hypnotic', 'trippy', 'quirky', 'soft']",20,5.663252033,4.122154472,5.542357724,68d8a131-85cf-458c-b1e9-848903bc4f3b,4P8L7wvirsteaEjx4ZdSvd,indie pop
https://api.spotify.com/v1/tracks/0VMigv7BI8OpP6CRSkyKX6,Vastunna Vachestunna - Telugu,Amit Trivedi,['aggressive'],1,3.08,5.87,5.49,bb2f93fc-d116-4bb9-ada6-ae5405d3cb2e,0RLIAMJ8EAxiN2Q8jKKNLW,alternative metal
https://api.spotify.com/v1/tracks/3bM0sCyyhglscs8EvsBZ36,Lagan Laagi Re,Amit Trivedi,['aggressive'],5,3.456,4.848,4.27,44ca62ef-f3fa-4379-9749-6304ac1088bd,1ED6dMdVwXGkXAjsJdk5f0,punk
https://api.spotify.com/v1/tracks/1TnYkFwGsWMZLiFXs2zXPf,Ek Villain Mashup (Mashup By Dj Kiran Kamath)[Remix By Mashup By Dj Kiran Kamath],Ankit Tiwari,['aggressive'],5,3.791111111,5.93,5.28,512d95f9-32f5-4e85-900d-fb14b447e28c,7n6DnNdKKhjyDa1GlGgLeQ,pop
https://api.spotify.com/v1/tracks/3HH3xlISSAhadC8bu0UDdl,Tu Jo Hain,Ankit Tiwari,"['aggressive', 'powerful']",7,6.545111111,5.957333333,6.241222222,ec352164-18e9-4b52-881d-99442b9f9f41,2H9CKpZiLDF223BbwehpDF,pop
https://api.spotify.com/v1/tracks/0zlsXumKe7ymS1ANu5TDZP,Galliyan (Unplugged),Ankit Tiwari,['aggressive'],5,5.003428571,5.160285714,5.694,8e184b15-ecf1-4b85-a07f-d012e6a9cc80,7uo6kqaAnymdnkwub1jxBR,alternative metal
https://api.spotify.com/v1/tracks/6sTbnkzOtPpojgnn50cCHJ,"Rula Diya (From ""Batla House"")",Ankit Tiwari,"['aggressive', 'angry', 'explosive', 'intense']",6,5.027769784,6.485035971,5.08057554,7636e7a9-b2a0-43c5-a308-3de32df647c4,1VY409A6iWgta1FPxteEUK,rock
https://api.spotify.com/v1/tracks/2DVbXBwctoSZ8IMX6JilBe,"Kya Dekhte Ho - From ""Qurbani""",Asha Bhosle,"['aggressive', 'hostile']",3,3.53,4.836666667,5.133333333,ccbd9b6b-dd4b-4e0d-9547-7f723d8b03c4,60nriFcKARUpnYksJkDqJR,post-punk
https://api.spotify.com/v1/tracks/43sHEf7MgqOhuNISDoobs0,,Asha Bhosle,"['aggressive', 'angry', 'cold', 'uplifting', 'silly', 'gritty', 'warm', 'flowing', 'smooth', 'sweet', 'soft']",15,5.915517241,4.400229885,5.755287356,772096ab-882f-4755-8f38-a38fb92b9cf5,5aInZf4Xe3NSAFdOBfzs8G,rock
https://api.spotify.com/v1/tracks/1NWg9RgMYmLtZP3qupNekR,Diwana Kar Ke Chhodoge,Asha Bhosle,['aggressive'],4,4.666666667,6.046666667,5.596666667,66304a47-a43a-4bb9-bd13-863f9baffcba,1qVRv7ydm4sMj9aX5VYuN4,thrash metal
https://api.spotify.com/v1/tracks/75ExNU07FSnQxaKUztaVGf,"Badla (From ""Blackmail"")",Divine,['aggressive'],1,3.08,5.87,5.49,7ee6a5f8-8f88-4d94-aff6-001400d52e2f,68Gzj05pLDpnleA77r6QGK,rap
https://api.spotify.com/v1/tracks/3LlEnO0INKAExVe4JMi7p7,Khatam Hue Waande,Emiway bantai,['aggressive'],1,3.08,5.87,5.49,a1eaec8f-c338-46e8-8b93-89dabaa36358,5x5nJm3ZLs6T1vrFT2IiTE,post-hardcore
https://api.spotify.com/v1/tracks/3WT8xs1Hbo7l3YFjsUyhVs,Ring Ring,Emiway bantai,"['aggressive', 'energetic']",2,5.325,5.985,5.65,0a4284fa-c2f8-4af3-b9b4-39f7aa56d1d8,,rap
https://api.spotify.com/v1/tracks/36NdKPTUy5yCuJJ5d9mowl,Malum Hai Na (Intro),Emiway bantai,['aggressive'],3,4.8775,4.715,5.8025,8aafae6b-b449-4736-9f0c-6bd03f01e896,,soundtrack
https://api.spotify.com/v1/tracks/09za4hmCEwHA9jExPusJRX,Round One,Emiway bantai,"['aggressive', 'angry', 'cold', 'gritty', 'warm', 'flowing', 'smooth', 'soft']",13,5.311538462,4.22,5.384615385,30381ac6-34be-4081-9ec0-a245596607e2,4mmFg7XCbVhPipfZn43AfV,indie pop
https://api.spotify.com/v1/tracks/3hwPiddhh4JTuCgnA9OuYS,Bantai Ki Public,Emiway bantai,['aggressive'],1,3.08,5.87,5.49,,14CVBGaoD5k3VC9Qmz5imZ,industrial metal
https://api.spotify.com/v1/tracks/5TfVd7uMROQYyh6ifcKWn3,Royal Rumble,Emiway bantai,['aggressive'],1,3.08,5.87,5.49,fa4c9928-fa1c-4678-bdd0-23a02610c97e,3bbVPVAL3ulmu3kNGJ9EDF,post-punk
https://api.spotify.com/v1/tracks/42AnvmGwFt2ZwyROHffMCQ,Mazak Hai Kya,Emiway bantai,"['aggressive', 'nostalgic', 'driving', 'tense']",8,5.27015625,4.205859375,5.022890625,06d9da43-d137-4cb9-baa9-187994c94bda,3sDOdE1zP6Ail3q5wBUoZR,indie rock
https://api.spotify.com/v1/tracks/1xcyvGAONndE9IZmvEwU6Q,Bantai,Emiway bantai,['aggressive'],1,3.08,5.87,5.49,88eaa65a-8d0c-443d-86d2-e68c63096363,3EQGVx92eRnUjptgNnKFr5,thrash metal
https://api.spotify.com/v1/tracks/2VyfaVXWVL3WQWzW5rlSuD,EP - NO BRANDS - Checkmate,Emiway bantai,['aggressive'],3,2.905,4.312916667,3.97375,10f130cc-7744-4fa0-b8a5-a14a95e0a837,4DuE7W3HEq037BuHzas2Ym,gothic metal
https://api.spotify.com/v1/tracks/64cUzi6vT4pgQtdx35PplA,Sadak,Emiway bantai,['aggressive'],1,3.08,5.87,5.49,174d2707-a776-4a74-bbda-c41ff261fef9,6yU0SkbZRmu8WUKAEFhsRa,nu metal
https://api.spotify.com/v1/tracks/6SpIh7gKVmclN4S6JvRrIu,Aisa Kuch Shot Nahi Hai,Emiway bantai,['aggressive'],2,2.816666667,5.47,4.606666667,308c96e0-ac01-45dd-9e7a-9dec2de841f7,65CWoT7I7N0bHxzuXujYdm,death metal
https://api.spotify.com/v1/tracks/7n8xH63Whw5spavIWScPIh,Emiway-Samajh Mein Aaya Kya?,Emiway bantai,['aggressive'],2,3.799148936,5.77212766,5.800638298,a62ba415-4a63-47ee-91a0-9062e374e604,3p7Lr8Kpy0imLB1yalPgQu,alternative rock
https://api.spotify.com/v1/tracks/16xg7UwH9hbs96vCD8k6bC,GRIND,Emiway bantai,['aggressive'],3,3.532063492,5.776031746,5.293174603,9cb073ce-e094-4e1a-a675-391486b3e920,2JJd2Nq3P3akG3ah4mT07h,screamo
https://api.spotify.com/v1/tracks/5dQ3GvrZhadujdJ5rv4VRj,100 Kadam Pe,Emiway bantai,"['aggressive', 'angry', 'dark']",18,3.760833333,5.5425,4.5875,01f91009-777b-40b2-9903-6b9f9bb518f2,3mtQQLpGwnIuYMgGADBlGz,noise rock
https://api.spotify.com/v1/tracks/6ZXWOoXJo052TYQ6l0SrJf,Giraftaar,Emiway bantai,['aggressive'],8,5.431,5.002,5.512,c5f5766e-e24b-478e-b166-6cf6a6fd1caf,1mgkZJY7MkVHn2bvMvpWCX,alternative rock
https://api.spotify.com/v1/tracks/37aKP6aLLzMSVgtIIvMNz4,Kaun Hai Ye,Emiway bantai,['aggressive'],2,5.775,5.96,6.35,c72b116d-853a-422a-a0e2-8fd06435b115,6JKkhN4ZnwoinLatQOUHG4,rock
https://api.spotify.com/v1/tracks/0UOzgbTiuhxSp1NUYfaZLm,Batista Bomb,Emiway bantai,['aggressive'],3,4.66,5.223333333,5.023333333,4867a976-2f24-4287-a2f5-a681de4dd494,4ix4xoMPPOo8H43TG1DQA1,rock
https://api.spotify.com/v1/tracks/5FmGRiHfU52RRlaiUvhd6a,Kadak Ban,Emiway bantai,['aggressive'],2,2.888695652,5.984782609,5.01,973931b0-9644-48d3-82be-43700ed453b2,51XrhhPlt1smLatJgcBrUb,metal
https://api.spotify.com/v1/tracks/5yyQEdRWkY405SHYyV3C2m,Jallad,Emiway bantai,['aggressive'],4,3.576666667,5.871666667,5.011666667,,5JEFYrZighZ4yqzWfyBRNh,industrial metal
https://api.spotify.com/v1/tracks/78D4jMpRMH3UvtEptoIqtC,Dhundke Dikha,Emiway bantai,['aggressive'],2,3.610666667,5.131333333,5.202,4c5eef61-7978-462c-8582-8e0d6a38153a,5RbTA4fyEZjDfhM3bYgPOI,metalcore
https://api.spotify.com/v1/tracks/251VdhnEdo9kxdQ7xeGuc3,Khatam,Emiway bantai,['aggressive'],1,3.08,5.87,5.49,88a76f1e-51e5-4572-ad04-212bead916c7,6PiuN9kO8W7W2pv5h67uCF,nu metal
https://api.spotify.com/v1/tracks/3JZXODpVHZGx0v2DZIeqVI,Thc Cypher - Freeverse 2021,Emiway bantai,['aggressive'],3,4.6825,5.285,5.885,d7d34e04-2638-4633-9050-6d37cf9b94f7,1j6lrR4BzRGKwvAPfrIcbf,electronic
https://api.spotify.com/v1/tracks/6y72TfOJbXCiPn0FahDTPw,Hard,Emiway bantai,"['aggressive', 'angry', 'technical']",4,3.855660377,5.906603774,5.323773585,de2a336b-67bf-4d9d-a56d-cafead66cc0b,1XWWlu64sNi9jqktYeKH8O,thrash metal
https://api.spotify.com/v1/tracks/1xthlcRiSzccZ4eJ1R4U3A,Freeverse FEAST (Explicit),Emiway bantai,['aggressive'],1,3.08,5.87,5.49,11c81768-afe0-4b8d-b59c-0f80bfa96e27,4DgsvJNNGvV5WPQ40qR3R8,riot grrrl
https://api.spotify.com/v1/tracks/70LW2CyLJThnUT3FOrxb6b,Charge,Emiway bantai,"['aggressive', 'spooky']",2,3.531578947,5.914473684,5.144473684,3503e600-8bf2-430e-911c-49f32f3d7c9c,1UKOgSwVAFcnDEsYYOlyV1,electro
https://api.spotify.com/v1/tracks/3iGPxpOpMPuHmnBhSQOwEY,Jaago,Farhan Akhtar,['aggressive'],3,6.279830508,5.389830508,5.747118644,04fabdc3-9775-4a5a-b0f9-c995cef3e06e,2QecHpp1nzPMwo95fwxZ9h,symphonic metal
https://api.spotify.com/v1/tracks/63MvWd6T6yoS7h4AJ4Hjrm,"Aankh Marey (From ""Simmba"")",Kumar Sanu,"['aggressive', 'ethereal', 'exotic']",10,6.899590643,6.077660819,5.823450292,f462d7f2-5dd4-49a4-be3b-229f33ec22c6,7upJI4tZAZ9H7k6Egqw0mG,pop
https://api.spotify.com/v1/tracks/56h75LnnsaBy4T8N8MSNgF,Baazigar O Baazigar,Kumar Sanu,"['aggressive', 'witty']",2,5.165,5.76,6.03,bce0cf43-187c-43f7-bd9b-2a9bb4e9daf0,2z2qTST29C0jxdCGjlqVNE,punk
https://api.spotify.com/v1/tracks/4P4NsWdqLziZpEteU1uFCI,Chura Ke Dil Mera,Kumar Sanu,['aggressive'],2,4.35,4.47,6.14,e1bdaed3-4dd8-4610-9215-274109f3feef,1nrWrZkGdSqz3UaDkv3Z35,metal
https://api.spotify.com/v1/tracks/46HqZTCD7Wqd0Q95iuuHmt,"Mirchi Lagi Toh (from ""Coolie No. 1"")",Kumar Sanu,['aggressive'],5,3.597368421,5.510526316,5.223684211,a572d2bb-bef0-4903-a475-2fbafb447cc6,6uBWlHNKcK1P8FDlPPd94u,metal
https://api.spotify.com/v1/tracks/3B3MQlP4NPAxE2HEE2sEsS,Pyar Hua Iqrar Hua,Lata Mangeshwar,['aggressive'],4,4.562758621,5.588965517,5.308965517,346fe3d2-aa52-4844-a19b-507ad71bc5d7,2TxYbRGmKGbVnSFRWlp1Qx,grunge
https://api.spotify.com/v1/tracks/4T3VAoUDvCJkX5OSYXnng0,Humko Humise Chura Lo,Lata Mangeshwar,['aggressive'],2,5.135,5.335,5.405,053fc3d8-b3a2-4c2e-9b0a-72264dd6795e,78mZbakIUOomWVdIK5xAlc,trip-hop
https://api.spotify.com/v1/tracks/6bd3RszjfhMqkVH0zIUFSo,Agar Tum Na Hote - Female Version,Lata Mangeshwar,['aggressive'],2,1.54,2.935,2.745,,2lN6G35gsXkA3xzPYqmis5,metal
https://api.spotify.com/v1/tracks/0EPBPqrmLxVl3UXzcJuqVj,Itna To Yaad Hai Mujhe,Lata Mangeshwar,['aggressive'],3,3.744285714,5.203571429,5.230714286,dde6b1bf-5301-417f-b99d-fbb433a7f6fd,4XtywUcY2InXkgLL3OfDmp,hard rock
https://api.spotify.com/v1/tracks/2hmg0cMbUyHnFyINH5Nch3,Tooh,Mika Singh,['aggressive'],1,3.08,5.87,5.49,,1XLDwXV7qokRGtzfPLfnSF,breakbeat
https://api.spotify.com/v1/tracks/0j6LeC4rexb63tw2IaY5Gq,"Tum Par Hum Hai Atke (From ""Pagalpanti"")",Mika Singh,['aggressive'],2,3.746666667,5.276666667,5.196666667,b333bcbe-1057-4650-b2d2-7254b56db163,1VyXtvIHF8eytwxxDLsE3Z,hard rock
https://api.spotify.com/v1/tracks/4K1zKRQr4GzysIYelA2XUw,440 Volt,Mika Singh,['aggressive'],5,2.838571429,5.192857143,4.202857143,c6920094-0103-4e4b-8fe5-2b2711fe1d99,6yE653bOUMCnnAbCOnZS55,hard rock
https://api.spotify.com/v1/tracks/0p83RJy9EZ0hlg82xcXH7f,"Dilbara (From ""Pati Patni Aur Woh"")",Sachet Tandon,['aggressive'],4,4.668,5.314,5.378,eea55c16-3bbf-477c-ada4-b79598873b1c,3krvrhWbJ45ajIGl2MTKAB,progressive metal
https://api.spotify.com/v1/tracks/28w9HJdplcvHhwwRIbcoKY,"Sachiya Mohabbatan (From ""Arjun Patiala"")",Sachet Tandon,['aggressive'],2,4.105882353,5.524117647,5.675882353,2f44989a-2ae3-4205-a3c2-039b4ade2a99,52qsLeKxfmSjaxAiHGPMbk,punk
https://api.spotify.com/v1/tracks/4FcZBCb6dANhvsEnFlgJwG,"Ghamand Kar (From ""Tanhaji - The Unsung Warrior"")",Sachet Tandon,"['aggressive', 'intense', 'manic', 'volatile', 'urgent', 'dramatic', 'complex', 'reflective', 'searching', 'gutsy', 'fiery', 'rousing']",14,4.587061856,4.781082474,5.173041237,64413748-4bfb-4367-89ce-58456f7f8348,3rbMhItJaVu5AE4Tun6BKf,post-hardcore
https://api.spotify.com/v1/tracks/1N1MYLSWiLfLxOQW8tFofM,"Mere Sohneya Acoustic (From ""T-Series Acoustics"")",Sachet Tandon,"['aggressive', 'angry', 'dark', 'eerie', 'bleak']",10,4.484846939,4.816734694,4.712040816,63c11ae1-3b81-411f-a159-ee504799eef2,34cbXKoeiguKS93VAhZoDo,rock
https://api.spotify.com/v1/tracks/7GxI9WBkFdyI7VbkqDj605,Yeh Vaada Raha,Sanam,"['aggressive', 'dark', 'scary']",16,3.894161491,4.839254658,4.207701863,36753350-92eb-4316-8ed9-334444f19969,53T0V3jTJDs3kIqwvlgspI,electronic
https://api.spotify.com/v1/tracks/3NACCDbIVSLwkhLC2wIAIc,Ishtyle,Sanam,['aggressive'],3,3.7984,5.8924,5.6228,b74b2086-88c8-4210-a64b-1386ca89ca67,4c3aBpVdHcnAgmMzaSiEkv,melodic death metal
